,Distance_to_Shore,Turbidity,Cyclone_Frequency,Depth_m,Windspeed,SSTA,SSTA_Frequency,SSTA_DHW,TSA,Temperature_Maximum_C,Exposure_cat,Realm_Central Indo-Pacific,Realm_Eastern Indo-Pacific,Realm_Temperate Australasia,Realm_Temperate Northern Atlantic,Realm_Temperate Northern Pacific,Realm_Tropical Atlantic,Realm_Tropical Eastern Pacific,Realm_Western Indo-Pacific
4583,0.6853028284785817,0.4461189586116247,1.6223321189508744,0.65329900384272,1.5747778252107996,-0.12203952646687935,0.31990273221704646,0.7721884129232626,0.40427361086497143,0.6765385302340239,1.2061526052343166,0,0,0,0,0,1,0,0
10660,-0.26065792574311836,-0.8056784572340626,-0.02580082928215582,-1.023050115768052,0.5885471055216451,0.24336113438430382,-0.31365325333779637,-0.24705234553270447,-0.326965314103219,-0.7959076540712524,-0.9228683347360153,0,1,0,0,0,0,0,0
30159,-0.20602737503156957,-0.32279423902477195,-0.1454430729316643,-0.27548902188757257,-0.3976836141675093,1.0213109284545645,0.47829172860575714,0.2265145843043891,1.0679190217604722,-0.29153382298325126,1.2061526052343166,0,0,0,0,0,1,0,0
40,-0.17604345420420336,-0.06705068094877124,-0.4384444859508695,-0.29814238836879914,-0.3976836141675093,0.5498262047756187,-0.07606975875473031,1.7251687779040807,-0.2593718000305292,0.45689186185700875,-0.9228683347360153,1,0,0,0,0,0,0,0
7636,-0.28026352651444,2.7478109812956304,0.04256616708899238,-1.2042770476178652,-1.3839143338566637,0.6794845037873288,1.560088573940651,0.672797822710539,1.0371946971819768,0.1314893901873071,-0.9228683347360153,1,0,0,0,0,0,0,0
11849,-0.2729720846904536,-0.10406619593345567,-0.737550095074642,0.6079922708802669,-0.3976836141675093,0.23157401629233015,1.2702367105493106,0.9047091998735601,0.8405590198796062,0.4650269236487432,-0.9228683347360153,0,0,0,0,0,0,0,1
19080,-0.27448870982183976,0.09783661307391318,0.3551010076428117,-0.0036486241128527385,0.09543174567706793,2.8954627050783746,2.3789596852702855,0.1992308928734455,2.210863896080501,-0.5681259239024566,-0.9228683347360153,1,0,0,0,0,0,0,0
6265,-0.26820181142252314,-0.05022544686482406,-0.13079300228070434,-1.272237147061545,0.09543174567706793,-0.1574008807428003,-0.6304312461152177,-0.6777449031211723,-0.8369891021062427,0.7497540863597264,1.2061526052343166,0,0,0,0,0,1,0,0
8653,-0.2760655029187661,-0.6256484525358254,-0.561749247263119,0.6079922708802669,0.09543174567706793,0.9270139837187755,0.0031247394396250426,-0.6777449031211723,-2.1397004642344477,-1.8209254398307206,-0.9228683347360153,0,0,0,0,0,0,0,1
323,-0.26725220396638993,-0.497776673497825,0.19517106970316184,-0.7602710645858228,0.5885471055216451,1.1509692274662748,-0.47204224972650705,0.5246863549425592,0.4165633406963696,-0.1695078961070987,-0.9228683347360153,0,0,0,0,0,1,0,0
14238,-0.2715607534987626,0.38723063931780877,0.23545876399330237,0.041658108849600604,-1.3839143338566637,0.7148458580632499,0.6366807249944678,-0.6777449031211723,0.0478714457544248,0.8066995189019137,-0.9228683347360153,1,0,0,0,0,0,0,0
27465,-0.2730302906571174,-0.5146019075817724,0.7457695583350851,-0.5246760531810657,0.09543174567706793,0.30229672484417197,2.537348681658996,-0.07750369164041167,0.8835730742894997,-0.6901518507786121,0.1416421352491507,1,0,0,0,0,0,0,0
1102,4.465062925703785,-0.19155741316998215,-0.5397741412866787,-0.29814238836879914,1.0816624653662223,0.24336113438430382,-0.47204224972650705,-0.4497311961625717,0.5456055039260503,-1.4548476592023438,-0.9228683347360153,1,0,0,0,0,0,0,0
2411,-0.12859774337769492,-0.6660290143372991,-1.6019042634812977,0.9591194513392801,2.067893185055377,-0.09846529028293206,-0.6304312461152177,-0.17884311695534527,0.527170909178953,-0.18577801969061383,1.2061526052343166,0,0,0,0,0,1,0,0
32546,-0.26065792574311836,-0.8056784572340626,-0.02580082928215582,-1.023050115768052,-0.3976836141675093,-0.8528408481692457,-1.1055982352813498,-0.6777449031211723,0.2690865827195917,-0.7959076540712524,-0.9228683347360153,0,1,0,0,0,0,0,0
3323,-0.20727193631877433,-0.6290134993526149,-0.2443310498256464,0.06431147533082718,-0.3976836141675093,0.3258709610281193,-1.1055982352813498,-0.45947537167362296,-0.06273612272815861,2.4581170626254867,1.2061526052343166,0,0,0,0,0,1,0,0
